DATE,GEOGRAPHY_NAME,SIC_SECTION_NAME,SIC_SECTION_CODE,JOBCOUNT
2022,"Surrey, East and West Sussex",Activities of households,T (97-98),0
2022,"Surrey, East and West Sussex",Activities of extraterritorial organisations and bodies,U (99),0
2022,Tees Valley and Durham,"Agriculture, forestry and fishing",A (1-3),1120
2022,Tees Valley and Durham,Mining and quarrying,B (5-9),1200
2022,Tees Valley and Durham,Manufacturing,C (10-33),42315
2022,Tees Valley and Durham,"Electricity, gas, steam and air conditioning supply",D (35),1535
2022,Tees Valley and Durham,Water supply; sewerage and waste management,E (36-39),3885
2022,Tees Valley and Durham,Construction,F (41-43),21070
2022,Tees Valley and Durham,Wholesale and retail trade; repair of motor vehicles,G (45-47),29500
2022,Tees Valley and Durham,Transportation and storage,H (49-53),24120
2022,Tees Valley and Durham,Accommodation and food service activities,I (55-56),11540
2022,Tees Valley and Durham,Information and communication,J (58-63),8635
2022,Tees Valley and Durham,Financial and insurance activities,K (64-66),4050
2022,Tees Valley and Durham,Real estate activities,L (68),4680
2022,Tees Valley and Durham,"Professional, scientific and technical activities",M (69-75),17610
2022,Tees Valley and Durham,Administrative and support service activities,N (77-82),21915
2022,Tees Valley and Durham,Public administration and defence,O (84),24650
2022,Tees Valley and Durham,Education,P (85),27175
2022,Tees Valley and Durham,Human health and social work activities,Q (86-88),44425
2022,Tees Valley and Durham,"Arts, entertainment and recreation",R (90-93),3420
2022,Tees Valley and Durham,Other service activities,S (94-96),4085
2022,Tees Valley and Durham,Activities of households,T (97-98),0
2022,Tees Valley and Durham,Activities of extraterritorial organisations and bodies,U (99),0
2022,West Central Scotland,"Agriculture, forestry and fishing",A (1-3),715
2022,West Central Scotland,Mining and quarrying,B (5-9),215
2022,West Central Scotland,Manufacturing,C (10-33),40175
2022,West Central Scotland,"Electricity, gas, steam and air conditioning supply",D (35),5250
2022,West Central Scotland,Water supply; sewerage and waste management,E (36-39),5380
2022,West Central Scotland,Construction,F (41-43),38415
2022,West Central Scotland,Wholesale and retail trade; repair of motor vehicles,G (45-47),49770
2022,West Central Scotland,Transportation and storage,H (49-53),26805
2022,West Central Scotland,Accommodation and food service activities,I (55-56),23080
2022,West Central Scotland,Information and communication,J (58-63),26785
2022,West Central Scotland,Financial and insurance activities,K (64-66),24570
2022,West Central Scotland,Real estate activities,L (68),8600
2022,West Central Scotland,"Professional, scientific and technical activities",M (69-75),50005
2022,West Central Scotland,Administrative and support service activities,N (77-82),55300
2022,West Central Scotland,Public administration and defence,O (84),45150
2022,West Central Scotland,Education,P (85),38425
2022,West Central Scotland,Human health and social work activities,Q (86-88),66700
2022,West Central Scotland,"Arts, entertainment and recreation",R (90-93),9635
2022,West Central Scotland,Other service activities,S (94-96),8550
2022,West Central Scotland,Activities of households,T (97-98),0
2022,West Central Scotland,Activities of extraterritorial organisations and bodies,U (99),0
2022,West Midlands,"Agriculture, forestry and fishing",A (1-3),240
2022,West Midlands,Mining and quarrying,B (5-9),80
2022,West Midlands,Manufacturing,C (10-33),113635
2022,West Midlands,"Electricity, gas, steam and air conditioning supply",D (35),5150
2022,West Midlands,Water supply; sewerage and waste management,E (36-39),9450
2022,West Midlands,Construction,F (41-43),42210
2022,West Midlands,Wholesale and retail trade; repair of motor vehicles,G (45-47),110950
2022,West Midlands,Transportation and storage,H (49-53),58215
2022,West Midlands,Accommodation and food service activities,I (55-56),29115
