DATE,GEOGRAPHY_NAME,SIC_3GROUP_NAME,SIC_3GROUP_CODE,JOBCOUNT
2018,"Herefordshire, Worcestershire and Warwickshire",Construction,F (41-43),27095
2018,"Herefordshire, Worcestershire and Warwickshire",Services sector,G-T,302495
2018,Highlands and Islands,Production sector,A-E,24035
2018,Highlands and Islands,Construction,F (41-43),12790
2018,Highlands and Islands,Services sector,G-T,92385
2018,Inner London - East,Production sector,A-E,25810
2018,Inner London - East,Construction,F (41-43),33790
2018,Inner London - East,Services sector,G-T,904365
2018,Inner London - West,Production sector,A-E,29445
2018,Inner London - West,Construction,F (41-43),34095
2018,Inner London - West,Services sector,G-T,1493555
2018,Kent,Production sector,A-E,63175
2018,Kent,Construction,F (41-43),37020
2018,Kent,Services sector,G-T,356205
2018,Lancashire,Production sector,A-E,91055
2018,Lancashire,Construction,F (41-43),30240
2018,Lancashire,Services sector,G-T,308660
2018,"Leicestershire, Rutland and Northamptonshire",Production sector,A-E,108525
2018,"Leicestershire, Rutland and Northamptonshire",Construction,F (41-43),28155
2018,"Leicestershire, Rutland and Northamptonshire",Services sector,G-T,448575
2018,Lincolnshire,Production sector,A-E,46750
2018,Lincolnshire,Construction,F (41-43),10600
2018,Lincolnshire,Services sector,G-T,134705
2018,Merseyside,Production sector,A-E,51280
2018,Merseyside,Construction,F (41-43),21145
2018,Merseyside,Services sector,G-T,339475
2018,North Eastern Scotland,Production sector,A-E,50080
2018,North Eastern Scotland,Construction,F (41-43),12790
2018,North Eastern Scotland,Services sector,G-T,124075
2018,North Yorkshire,Production sector,A-E,42165
2018,North Yorkshire,Construction,F (41-43),13530
2018,North Yorkshire,Services sector,G-T,182225
2018,Northumberland and Tyne and Wear,Production sector,A-E,69790
2018,Northumberland and Tyne and Wear,Construction,F (41-43),25155
2018,Northumberland and Tyne and Wear,Services sector,G-T,322250
2018,Outer London - East and North East,Production sector,A-E,27175
2018,Outer London - East and North East,Construction,F (41-43),27380
2018,Outer London - East and North East,Services sector,G-T,305665
2018,Outer London - South,Production sector,A-E,11870
2018,Outer London - South,Construction,F (41-43),20165
2018,Outer London - South,Services sector,G-T,264630
2018,Outer London - West and North West,Production sector,A-E,39590
2018,Outer London - West and North West,Construction,F (41-43),29500
2018,Outer London - West and North West,Services sector,G-T,544695
2018,Shropshire and Staffordshire,Production sector,A-E,96465
2018,Shropshire and Staffordshire,Construction,F (41-43),33635
2018,Shropshire and Staffordshire,Services sector,G-T,330150
2018,South Yorkshire,Production sector,A-E,64625
2018,South Yorkshire,Construction,F (41-43),21430
2018,South Yorkshire,Services sector,G-T,292730
2018,Southern Scotland,Production sector,A-E,43425
2018,Southern Scotland,Construction,F (41-43),19690
2018,Southern Scotland,Services sector,G-T,159280
2018,"Surrey, East and West Sussex",Production sector,A-E,82665
2018,"Surrey, East and West Sussex",Construction,F (41-43),53290
2018,"Surrey, East and West Sussex",Services sector,G-T,688800
2018,Tees Valley and Durham,Production sector,A-E,53370
2018,Tees Valley and Durham,Construction,F (41-43),22985
2018,Tees Valley and Durham,Services sector,G-T,208640
2018,West Central Scotland,Production sector,A-E,53470
2018,West Central Scotland,Construction,F (41-43),37995
2018,West Central Scotland,Services sector,G-T,414145
2018,West Midlands,Production sector,A-E,136430
2018,West Midlands,Construction,F (41-43),45160
2018,West Midlands,Services sector,G-T,687515
2018,West Wales,Production sector,A-E,94325
2018,West Wales,Construction,F (41-43),35560
2018,West Wales,Services sector,G-T,321605
2018,West Yorkshire,Production sector,A-E,121585
2018,West Yorkshire,Construction,F (41-43),35660
2018,West Yorkshire,Services sector,G-T,564945
2019,Bedfordshire and Hertfordshire,Production sector,A-E,60560
