ITL_region_code,ITL_region_name,SIC07_code,SIC07_description,year,value
TLE11,"Kingston upon Hull, City of",64,Financial service activities,2019,61
TLE11,"Kingston upon Hull, City of",64,Financial service activities,2020,66
TLE11,"Kingston upon Hull, City of",64,Financial service activities,2021,62
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",1998,2
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",1999,3
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2000,2
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2001,2
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2002,2
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2003,2
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2004,3
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2005,3
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2006,4
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2007,6
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2008,5
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2009,6
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2010,4
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2011,4
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2012,3
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2013,7
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2014,18
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2015,16
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2016,20
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2017,23
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2018,29
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2019,42
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2020,53
TLE11,"Kingston upon Hull, City of",65-66,"Insurance, pension funding and auxiliary financial activities",2021,67
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,1998,217
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,1999,235
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2000,225
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2001,212
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2002,199
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2003,196
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2004,192
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2005,221
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2006,241
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2007,265
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2008,267
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2009,231
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2010,216
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2011,230
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2012,244
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2013,239
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2014,258
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2015,264
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2016,293
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2017,307
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2018,326
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2019,337
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2020,323
TLE11,"Kingston upon Hull, City of",68IMP,Owner-occupiers' imputed rental,2021,314
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",1998,51
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",1999,50
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2000,50
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2001,55
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2002,61
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2003,67
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2004,67
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2005,68
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2006,74
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2007,85
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2008,106
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2009,128
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2010,128
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2011,139
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2012,157
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2013,161
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2014,161
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2015,188
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2016,201
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2017,204
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2018,202
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2019,226
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2020,219
TLE11,"Kingston upon Hull, City of",68,"Real estate activities, excluding imputed rental",2021,209
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,1998,40
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,1999,49
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2000,41
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2001,52
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2002,60
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2003,54
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2004,62
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2005,65
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2006,87
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2007,88
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2008,93
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2009,93
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2010,83
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2011,76
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2012,85
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2013,98
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2014,97
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2015,81
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2016,76
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2017,92
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2018,107
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2019,97
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2020,86
TLE11,"Kingston upon Hull, City of",69,Legal and accounting activities,2021,91
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,1998,8
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,1999,8
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2000,8
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2001,9
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2002,10
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2003,15
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2004,13
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2005,14
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2006,13
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2007,15
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2008,14
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2009,13
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2010,12
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2011,11
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2012,9
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2013,9
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2014,18
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2015,25
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2016,41
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2017,43
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2018,55
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2019,60
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2020,27
TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,2021,33
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,1998,9
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,1999,11
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2000,10
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2001,12
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2002,13
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2003,15
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2004,15
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2005,14
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2006,13
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2007,14
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2008,15
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2009,14
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2010,15
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2011,13
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2012,12
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2013,14
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2014,18
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2015,27
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2016,30
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2017,27
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2018,24
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2019,28
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2020,25
TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,2021,30
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,1998,22
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,1999,23
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2000,22
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2001,24
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2002,27
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2003,33
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2004,32
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2005,30
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2006,30
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2007,28
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2008,26
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2009,23
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2010,26
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2011,24
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2012,20
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2013,20
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2014,15
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2015,15
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2016,14
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2017,11
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2018,9
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2019,22
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2020,24
TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,2021,22
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",1998,4
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",1999,4
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2000,4
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2001,4
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2002,4
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2003,5
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2004,5
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2005,5
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2006,5
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2007,5
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2008,5
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2009,4
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2010,4
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2011,4
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2012,3
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2013,5
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2014,7
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2015,12
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2016,11
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2017,8
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2018,6
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2019,6
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2020,7
TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",2021,20
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,1998,5
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,1999,4
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2000,4
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2001,4
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2002,4
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2003,5
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2004,4
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2005,4
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2006,3
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2007,3
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2008,2
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2009,2
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2010,3
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2011,5
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2012,6
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2013,6
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2014,6
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2015,7
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2016,11
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2017,11
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2018,9
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2019,11
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2020,11
TLE11,"Kingston upon Hull, City of",75,Veterinary activities,2021,11
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,1998,57
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,1999,59
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2000,61
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2001,54
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2002,69
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2003,68
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2004,44
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2005,48
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2006,57
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2007,64
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2008,56
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2009,68
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2010,63
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2011,44
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2012,36
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2013,61
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2014,74
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2015,84
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2016,130
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2017,173
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2018,169
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2019,126
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2020,75
TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,2021,79
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,1998,48
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,1999,50
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2000,51
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2001,54
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2002,56
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2003,59
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2004,59
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2005,70
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2006,80
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2007,89
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2008,98
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2009,90
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2010,94
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2011,97
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2012,92
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2013,99
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2014,116
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2015,133
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2016,139
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2017,147
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2018,95
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2019,65
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2020,53
TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,2021,60
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,1998,12
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,1999,12
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2000,12
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2001,12
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2002,13
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2003,13
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2004,17
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2005,17
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2006,19
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2007,20
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2008,22
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2009,23
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2010,27
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2011,31
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2012,26
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2013,22
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2014,19
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2015,20
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2016,20
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2017,20
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2018,21
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2019,25
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2020,21
TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,2021,21
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,1998,13
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,1999,14
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2000,10
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2001,13
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2002,19
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2003,18
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2004,16
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2005,17
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2006,24
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2007,26
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2008,30
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2009,29
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2010,35
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2011,34
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2012,36
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2013,38
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2014,40
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2015,37
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2016,42
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2017,46
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2018,73
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2019,103
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2020,119
TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,2021,113
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,1998,122
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,1999,125
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2000,126
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2001,187
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2002,200
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2003,209
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2004,224
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2005,237
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2006,242
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2007,256
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2008,282
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2009,302
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2010,292
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2011,332
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2012,341
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2013,328
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2014,311
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2015,297
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2016,276
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2017,302
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2018,306
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2019,323
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2020,336
TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,2021,338
TLE11,"Kingston upon Hull, City of",P (85),Education,1998,155
TLE11,"Kingston upon Hull, City of",P (85),Education,1999,155
TLE11,"Kingston upon Hull, City of",P (85),Education,2000,178
TLE11,"Kingston upon Hull, City of",P (85),Education,2001,201
TLE11,"Kingston upon Hull, City of",P (85),Education,2002,226
TLE11,"Kingston upon Hull, City of",P (85),Education,2003,249
TLE11,"Kingston upon Hull, City of",P (85),Education,2004,243
TLE11,"Kingston upon Hull, City of",P (85),Education,2005,281
TLE11,"Kingston upon Hull, City of",P (85),Education,2006,282
TLE11,"Kingston upon Hull, City of",P (85),Education,2007,313
TLE11,"Kingston upon Hull, City of",P (85),Education,2008,335
TLE11,"Kingston upon Hull, City of",P (85),Education,2009,327
TLE11,"Kingston upon Hull, City of",P (85),Education,2010,310
TLE11,"Kingston upon Hull, City of",P (85),Education,2011,309
TLE11,"Kingston upon Hull, City of",P (85),Education,2012,308
TLE11,"Kingston upon Hull, City of",P (85),Education,2013,304
TLE11,"Kingston upon Hull, City of",P (85),Education,2014,328
TLE11,"Kingston upon Hull, City of",P (85),Education,2015,350
TLE11,"Kingston upon Hull, City of",P (85),Education,2016,341
TLE11,"Kingston upon Hull, City of",P (85),Education,2017,348
TLE11,"Kingston upon Hull, City of",P (85),Education,2018,364
TLE11,"Kingston upon Hull, City of",P (85),Education,2019,391
