ITL_region_code,ITL_region_name,SIC07_code,SIC07_description,year,value
TLC11,Hartlepool and Stockton-on-Tees,41,Construction of buildings,2019,206
TLC11,Hartlepool and Stockton-on-Tees,41,Construction of buildings,2020,125
TLC11,Hartlepool and Stockton-on-Tees,41,Construction of buildings,2021,152
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,1998,58
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,1999,70
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2000,86
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2001,82
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2002,76
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2003,84
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2004,91
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2005,88
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2006,79
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2007,87
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2008,79
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2009,93
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2010,106
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2011,124
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2012,102
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2013,88
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2014,100
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2015,108
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2016,111
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2017,88
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2018,97
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2019,98
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2020,74
TLC11,Hartlepool and Stockton-on-Tees,42,Civil engineering,2021,96
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,1998,91
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,1999,109
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2000,123
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2001,124
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2002,127
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2003,175
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2004,186
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2005,210
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2006,214
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2007,253
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2008,268
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2009,261
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2010,215
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2011,213
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2012,194
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2013,217
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2014,220
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2015,208
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2016,201
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2017,216
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2018,213
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2019,237
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2020,198
TLC11,Hartlepool and Stockton-on-Tees,43,Specialised construction activities,2021,239
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,1998,37
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,1999,46
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2000,52
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2001,63
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2002,69
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2003,83
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2004,110
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2005,138
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2006,127
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2007,111
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2008,116
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2009,101
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2010,103
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2011,99
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2012,85
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2013,85
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2014,108
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2015,130
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2016,118
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2017,128
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2018,123
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2019,123
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2020,100
TLC11,Hartlepool and Stockton-on-Tees,45,Motor trades,2021,116
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,1998,89
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,1999,93
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2000,102
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2001,129
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2002,135
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2003,132
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2004,137
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2005,131
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2006,142
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2007,145
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2008,163
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2009,170
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2010,179
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2011,167
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2012,123
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2013,123
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2014,128
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2015,114
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2016,139
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2017,219
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2018,323
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2019,344
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2020,301
TLC11,Hartlepool and Stockton-on-Tees,46,Wholesale trade,2021,343
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,1998,207
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,1999,232
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2000,216
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2001,229
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2002,243
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2003,244
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2004,266
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2005,264
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2006,301
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2007,303
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2008,321
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2009,342
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2010,345
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2011,312
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2012,326
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2013,379
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2014,397
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2015,409
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2016,368
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2017,327
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2018,375
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2019,332
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2020,344
TLC11,Hartlepool and Stockton-on-Tees,47,Retail trade,2021,388
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",1998,153
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",1999,156
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2000,154
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2001,171
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2002,164
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2003,179
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2004,210
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2005,198
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2006,215
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2007,228
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2008,209
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2009,197
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2010,219
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2011,245
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2012,248
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2013,275
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2014,268
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2015,275
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2016,288
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2017,192
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2018,114
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2019,105
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2020,83
TLC11,Hartlepool and Stockton-on-Tees,49-51,"Land, water and air transport",2021,84
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,1998,17
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,1999,16
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2000,17
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2001,23
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2002,23
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2003,23
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2004,20
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2005,19
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2006,20
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2007,22
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2008,32
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2009,34
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2010,39
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2011,40
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2012,43
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2013,39
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2014,68
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2015,74
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2016,66
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2017,72
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2018,49
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2019,49
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2020,62
TLC11,Hartlepool and Stockton-on-Tees,52,Warehousing and transport support activities,2021,51
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,1998,26
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,1999,26
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2000,29
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2001,30
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2002,34
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2003,31
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2004,33
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2005,34
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2006,36
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2007,36
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2008,36
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2009,48
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2010,47
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2011,47
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2012,48
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2013,49
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2014,47
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2015,54
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2016,49
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2017,43
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2018,36
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2019,45
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2020,49
TLC11,Hartlepool and Stockton-on-Tees,53,Postal and courier activities,2021,55
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,1998,8
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,1999,6
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2000,7
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2001,9
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2002,11
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2003,10
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2004,10
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2005,13
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2006,15
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2007,14
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2008,12
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2009,11
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2010,11
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2011,12
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2012,14
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2013,17
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2014,12
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2015,14
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2016,17
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2017,21
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2018,17
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2019,18
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2020,11
TLC11,Hartlepool and Stockton-on-Tees,55,Accommodation,2021,11
TLC11,Hartlepool and Stockton-on-Tees,56,Food and beverage service activities,1998,64
TLC11,Hartlepool and Stockton-on-Tees,56,Food and beverage service activities,1999,65
TLC11,Hartlepool and Stockton-on-Tees,56,Food and beverage service activities,2000,71
TLC11,Hartlepool and Stockton-on-Tees,56,Food and beverage service activities,2001,80
TLC11,Hartlepool and Stockton-on-Tees,56,Food and beverage service activities,2002,88
TLC11,Hartlepool and Stockton-on-Tees,56,Food and beverage service activities,2003,85
